site,rate,SE,df,asymp.LCL,asymp.UCL,days,orders_hat,rate_hat,rate_lcl,rate_ucl
Facebook,12.999999999999995,3.60555127469096,Inf,7.548532354020185,22.388458057014763,70,12.999999999999995,0.18571428571428564,0.10783617648600265,0.3198351151002109
Google,16.999999999999993,4.123105625313911,Inf,10.568229188926686,27.346113983108154,70,16.999999999999993,0.24285714285714274,0.15097470269895266,0.39065877118725933
Grindr,8.999999999999998,2.9999999972252773,Inf,4.682832911475984,17.297221902045084,70,8.999999999999998,0.12857142857142856,0.06689761302108549,0.2471031700292155
